text,category
"Выражаю свою искреннюю благодарность Вашему сотруднику Муравицкой Светлане. Такого внимания и искреннего желания помочь я не ожидала встретить в ПУМБ, но, благодаря таким прекрасным людям как Светлана, я изменила своё отношение к Вашему банку. Пожалуйста, цените таких сотрудников, потому что благодаря им репутация банка вырастет в сотни раз, среди обычных клиентов возникнет доверие. Благодарность за обслуживание наследника при осуществелении выплаты по ЭСКРОУ счету, по умершему клиенту (операция была без открытия счета).",Positive
"Я очень доволен работой менеджера Горлового Алексея Геннадьевича. Данный менеджер всегда и вовремя выполняет работу, напоминает мне о предстоящих вопросах. Я всегда рекомендую данного менеджера своим коллегам.",Positive
"Добрый день! Хочу выразить благодарность менеджеру отделения №1 г. Запорожье за оперативную и качественную работу 26.01.2019г. и сотрудникам головного офиса, которые рассматривали заявку на предоставление лимита на кредитную карту. Действительно, оформление и рассмотрение заняло в общей сложности не более часа. При этом, данная услуга мне очень помогла, т.к. другой банк, рассказывая о замечательной услуге рассрочки за товар, просто отказал в ней, не указывая причины и не глядя на доходы, которые были указаны. Спасибо большой команде ПУМБ. Вы лучший банк!",Positive
"Я пришла в отделение ПУМБ, чтобы оформить депозит. Меня обслуживала невероятно профессиональный менеджер Марина Стасенко. Марина подробно рассказала об условиях депозитов, помогла выбрать банковский продукт, быстро и профессионально оформила депозит, научила меня пользоваться терминалом для пополнения карты, посоветовала скачать приложение ПУМБ для мобильного счета. Приложение очень удобное, с удовольствием пользуюсь. Надеюсь, что прекрасная работа Марины всегда будет высоко оценена в банке.",Positive
"Я являюсь клиентом Вашего банка и хочу выразить благодарность за высокое качество обслуживания специалиста Дяченко Виты, которая помогла решить все мои финансовые вопросы и даже способствовала разблокированию моего счета, и вернула мои средства, о которых я даже не знал во время визита для закрытия кредита. В подарок получил Кредитную карту от Вашего Банка, за что очень благодарен.",Positive
"Хочу выразить благодарность сотрудникам отделения № 2 в Харькове, которые помогли моей маме в стрессовой ситуации отправить денежный перевод Western Union мне в Таиланд. Меня там ограбили в начале марта, и я остался без средств для существования. ",Positive
"Мое предприятие обслуживается в Киевском отделении № 33. Очень довольны! Каждый раз, когда обращаемся, любой вопрос решается оперативно, профессионально и с любовью! Приходится обращаться и в другие банки − чувствуется разница именно в отношении персонала к нам, клиентам. Радует также клиент-банк и ПУМБ всегда на высоте! Хочу выразить признательность за такую классную работу управляющей Ирине и Елене Полосенко. Удачи и процветания отделению. Будем рекомендовать вас друзьям!",Positive
"Признателен всему коллективу Черкасского отделения №2 за оказанную помощь в получении выплаты вклада, размещенного в банке «Михайловском». ",Positive
"Хочу поблагодарить ПУМБ за сервис. На все мои вопросы в Харьковском отделении №4 я получил ответ за считанные минуты. К сожалению, не смог запомнить всех, с кем имел счастье общаться. Хочу отметить Алину Гальченко за помощь в оформлении заявления. Решение неприятного вопроса превратилось в сущий пустяк.",Positive
"Очень признательна Наталье Тарасовой из отделения №1 в Херсоне за чуткость, внимание к пожилому человеку при обслуживании, душевное понимание вкладчиков, доброту и отзывчивость. Так нужно работать всем. ",Positive
"Очень приятно было получить в Киевском отделении №15 перевод Western Union после того, как пройдя аллею из 5 банков, столкнулась с различными «выдумками»: нет валюты, зависла техника и т.д. В ПУМБ обслуживание действительно на европейском уровне. ",Positive
"Выражаю особую благодарность Завалихатько Оксане за превосходное обслуживание, человеческое и чуткое отношение, внимание и корректность. Искренняя благодарность и от всех клиентов банка «Финансы и Кредит» Желтоводского отделения, которые обслуживались в Оксаны в отделении №4 ПУМБ в г.. Кривой Рог. Оксану уже все знают в г.. Желтые Воды как лучшего оператора ПУМБ.",Positive
"
Ситуация такова, делал перевод денег с зарубежной карты друга (по его согласию) на свою карту, сама перевода 300грн.Дата перевода 7.03.20. После транзакции получил письмо от службы мониторинга моно банка о том что ваша карта заблокирована из за транзакции котора была проведена выше.Обьяснил ситуацию как она есть, сказали чтобы друг подтвердил свою личность, потом сказали ждать ответа от банка емитента, жду, уже 8 день на карте было 2500 которые сейчас по моему мнению незаконно удерживаются.Подзвонил в поддержку сказали написать в письме о том, что я отказываюсь от денег которые поступили мне на счёт и прошу их вернуть назад в банк, в ответ получил «Добрий день. Для вирішення питання необхідно дочекатись відповіді від банку-емітента. Як тільки ми її отримаємо — повідомимо вас у зворотному листі.».Сколько ещё ждать месяць год??? Можно ли как то вернуть деньги?
",Negative
"
Заблокировали карту с деньгами.
И уже 6 месяцев мороз.
Идет проверка, ожидайте ответа.
",Negative
"
Имею 2 открытых депозита, 2 месяца пробовал повысить кредитный лимит с 0 — отказано. Понятно что ваша оценка клиента туфта. Поддержка отписывается на почту и в ТГ текстами под копирку. Сомнительная и ненадежная банка, буду отговаривать знакомых не пользоваться этой мусорной прогой типа без отделений и закрывать карты
",Negative
"
В Житомире в общественном транспорте происходили какие-то сбои, из-за которых начали происходить непонятные списания с карты. Позвонил в поддержку узнать, что лучше предпринять, на что недалёкая Екатерина заблокировала мне карту, аргументируя это тем, что я звоню не с финансового номера, к которому доступа в момент не было. Начал говорить, что я не разрешаю блокировку карты, мне нужно только спросить и сказал, что есть доступ к приложению, карте, но не к фин.номеру, на что она мне как «умница» талдычила «ничего нельзя сделать, пока нету доступа к фин.номеру». 

Позвонил снова, уже девушка Ира(имя точно не помню, злой был) давай всё ту же тему мне толкать. Я спросил или они умеют там голову включать и помогать решать проблему, а не одно и тоже говорить. Итог такой же.

Уже позвонив в третий раз, мне ответил парень Сергей, который спокойно предложил варианты решений. Предложил изменить старый номер(Лайф) на новый(Киевстар), я согласился, после чего он мне позадавал вопросы для подтверждения личности и всё, в течении получаса всё поменяли и наконец проконсультировали меня по моему изначальному вопросу!

Монобанк, пожалуйста, проверьте квалификацию ваших сотрудников. Это лично мой опыт, уверен, что не всё так плохо, но я потратил время и энергию, которую мог бы и не тратить.
",Positive
"
Товарищи Гороховский, Дубилет и Бондаренко вновь отличились искрометным чувством юмора, которое, безусловно, отлично подходит для хайпа — и абсолютно неуместно в любом адекватном банке.
Боюсь представить с какого бодуна было решено последовать стопами PornHub'а, маркетинг которого целиком и полностью основан на такого рода хайпах, но предлагать клиентам кешбек на конкретные порнографические ресурсы… снимаю шляпу, дно пробито. А ведь еще недавно «ачивки» казались верхом инфантилизма…
Статья 301 ККУ вам в помощь.
",Negative
"
Возможно, кому-то покажется это ерундой, но если банк обманывает в мелочах, значит будет и в остальном делать так же. Не такие уж они и пушистые, как кажется. В 2019 году прислали мне сообщение, что хотят поощрить меня как пользователя и подарить мне футболку. Я не отказался. Через полгода в 2020 году вводят новое правило — возможность обменивать ачивки на мерч. При этом они решили списать мои ачивки за ранее подаренную футболку пол года назад. Когда показал скрины, что это подарок, ответили, что просто «правила поменялись». Я попытался обьяснить что пол года назад не было таких условий, а в ответ получил что сейчас уже есть. Для меня это сравнительно с ситуацией, когда вы открыли депозит на 1 год под 16 процентов, а в конце года вам говорят, что у вас весь год был 1 процент, так как у нас новое правило. Как можно менять правила пост-фактум через пол года? Возможно, я бы хотел обменять ачивки на более дорогой товар, но уже не смогу, так как банк решил, что может за меня сделать выбор. Получается те, кто был более активный в конкурсе, потерял возможность выбора мерча. Где логика? Сама футболка не нужна, мне хватает футболок в жизни, но факт обмана присутствует. Оставили крайне плохое впечатление о себе после этого случая. Дьявол, как говорится, кроется в мелочах(деталях). В остальном все хорошо
",Negative
"
11 марта выехал в командировку в Румынию. Ехал автобусом Черновцы-Сучава. Билет покупал посредством ресурса Busfor виртуальной картой Visa Infinite от Монобанка. На границе предъявил страховку от компании «PZU» на 30 000 евро. В связи с коронным вирусом румынских пограничников она не впечатлила даже при наличии обратного билета в этот же день. Но у меня была вторая страховка, которая доступна держателям карт Visa Signature и Visa Infinite от компани «Chubb», которая подразумевает страховые выплаты до 1 000 000 долларов США. Виртуальная карта Visa Infinite от Монобанка прошла верификацию у упомянутой выше страховой компании. У румынских пограничников отпали все вопросы. Мораль такова. Если выезжаешь за границу 3-4 раза в год есть смысл содержать премиальные карты. От меня Монобанку очередной респект!
",Positive
"
Была неприятно удивлена тем, что банк позволяет списывать со счёта клиента деньги по всем запросам терминалов на оплату проезда в общественном транспорте. Деньги списываются даже за ложные запросы, по которым на терминале высветился красный крестик и билет не был выдан!!! Так за 5 реальных поездок в транспорте я заплатила 7 раз. В банке морозятся, говорят, мы хорошие, все вопросы к перевозчикам. Получается банк НЕ ГАРАНТИРУЕТ сохранность денег клиента и позволяет их списывать по любому запросу в неограниченном количестве. Такого бардака я ещё не видела!
",Negative
"
У меня штрафы в гаи составленные коррумпированными сотрудниками полиции и судами которые их покрывают постановления полиции не соответствуют действительности да вы и сами знаете как все работает Раньше пользовался ПриватБанком исполнительная служба прислала письмо в банк счета заблокировали друг посоветовал МоноБанк при оформлении карты меня заверили что все будет хорошо в итоге все повторилось МоноБанк обманул раз обманет и два нет доверия к власти и к банкам не буду пользоваться банками вообще.
",Negative
"
Карткою Монобанк користуюсь неповний рік, подобається все, але хочеться більше логічних зручних опцій у додатку. Наприклад, щомісячні обов'язкові оплати (комуналка, інтернет моб. зв'язок) варто зробити автоматичними. Вам, певно, багато разів про це писали, але це справді +1000 до зручності і спокою клієнтів банку. Нагадування про оплату — зовсім не те(.

Коти-нагороди. Милі, але було би круто, якби їх можна було посортувати. Для прикладу: спершу (зверху) — всі отримані коти-нагороди, далі — завдання у процесі виконання, залежно від близькості цілі, і в кінці — невиконані поки завдання для отримання нагороди. Це візуально зручно. Ви ж любите, щоб так було? 

Блокування карти. Зробіть подвійне підтвердження для такої дії, будь ласка. Вкладка висить першою зверху. Це дуже зручно, правда. Але інколи, швидко гортаючи додаток, можна випадкого заблокувати карту. Так, розблокуватя її можна так само миттю, але друге нагадування — зручна штука в подібних операціях.
",Positive
"
Утром, нежданно-негаданно пришло сообщение от монобанка о том, что счёт заблокирован и необходимо связаться с исполнительной службой. Надо отдать должное службе поддержки — оперативно сообщили номер выконавчего провадження и телефон исполнителя. На этом все прелести работы с банком закончились. Тут же порезали все кредиты, которые мне были доступны. На вопрос сотруднику банка влияет ли арест моего счета на это или есть какая друга причина таких действий, внятного ответа не получил. Только то, что есть1000 причин, которые на это влияют и что это все делает программа и никто не знает почему программа приняла именно такое решение. Прям искусственный интеллект в действии. И банк ни разу не интересовала законна и правомерна ли блокировка моего счета. И что там якобы долг за нарушение правил дорожного движения на сумму в 255грн, которые я оплатил вовремя ещё в 2019 году. Из-за ошибки ментов, клиент банка превратился в неблагонадежнного мошенника. Обидно. Считал монобанк единственным нормальным банком на Украине. Ошибался
",Negative
"
Вот уже неделю жду свою футболку, заказанную за звёзды. Посылка даже не отправлена. Мелочь, но неприятно.
",Positive
"
Перекидывал деньги с карты с монобанка на карту ПриватБанка по 2 грн, делать было нечего, в один день прошло 5 платежей и потом отменяли переводы. Попросил знакомую скинуть со своей карты монобанк на мою карту ПриватБанка, тоже отменяет. Попробовал на другую карту ПриватБанка, прошло 20 раз, а дальше тоже начали отменять переводы. И монобанк и приват переводят стрелки друг на друга, что никаких лимитов на перевод денег не ставили. НО почему знакомая не может перекинуть со своей карты на мою???? думаю дело в монобанке, но говорят что с из стороны все чисто, сомневаюсь
",Negative
"
Добрый
Мошенник с ОЛХ номер карты 4868190101910687 представился Иваном взял предоплату и пропал… Его нужно обязательно заблокировать чтобы не обманывал людей и не пользовался картой монобанка…
Также вот его номер телефона 0916010090, будьте осторожны!!!
",Negative
"
Снятие депозита через кассу — это целый квест. Через приложение нужно создать заявку, вам придет код, который показываете на кассе выбранного отделения. Вроде бы все просто, но денег вам не дадут! Оказывается, что у каждого банка свои ограничения по снятию наличных, выше которых нужно заказывать сумму через горячую линию монобанка! То есть, нужно подать заявку через приложение, а потом еще звонить на горячую линию! На горячей линии нужно опять предоставить всю информацию — сумму, отделение. Бред! Зачем тогда это приложение нужно? Самое главное, что про заказ денег через горячую линию нигде не написано! Вы приходите в банк с кодом, а вам фиг! И вишенка на торте — деньги заказываются на конкретную дату на вторую половину дня, не успели забрать в этот день — на следующий день уже заявка анулируется! Нужно звонить опять и заказывать за 3 дня.
",Negative
"
Категорически не рекомендую фрилансерам и для получения SWIFT платежей. Комисия может достигать 60% от суммы. В ответ нам жаль. И все вот такие дела. Приват пока рулит.
",Negative
"
Увидел рекламу монобанк и захотел оформить карту. Оформить было легко и быстро. Удобное приложение, операции все делаются просто. Но когда первый раз обратился в поддержку через чат и задал прямой вопрос об оплате частями, получил много текста без нужного и простого ответа. Пока я сам не ответил на сам вопрос, оператор где то летал. Перевёл депозит с привата, в описании написано что возвращают комиссию через кеш бек (нет никаких но). Кеш бека никакого нет, обратился в поддержку и началось «а вы докажите, что с вас взяли комиссию». Почему я должен доказывать? Где это было написано при оформлении? Приват наверное все отправляет без комиссии… Пригласил друга оформить карту, он установил приложение но карту не активировал, прошло пол года и он говорит кинь ссылку я оформлю чтобы тебе кеш бек был, кинул и он активировал карту. Кеш бека нет) поддержке уже не пишу, понимаю что нет смысла. Надеюсь когда депозиты закончатся смогу без проблем их вывести.
",Negative
"
Понравилось оперативное получение карты. Мгнновенные транзакции без комисионных. Плата за квартиру, телефон… кешбек тоже порадовал. Кредитные не брала, пробовать нету надобности. Пока все нравиься)
",Positive
"
Мне около полугода не могу разблокировать 4000 грн.Рассказывают, что ведётся расследование. Последняя транзакция была 21.10.2019 сегодня уже 11.03.2020.На вопрос почему так долго не отвечают, думаю обращаться в НБУ.Уже достали меня
",Negative
"
Самый ужасный банк, в майле на много вопросов не отвечают.Сегодня стал свидетелем, как у друга украли с карты 20 тысяч грн и они предложили обратиться в полицию.Даже ничего не объяснили
",Negative
"
НЕ РЕКОМЕНДУЮ ЭТОТ БАНК!
Ситуация возникла 28 февраля, на карту скинули 5 тыс грн, одолжила у подруги (лучше бы съездила наличные взяла одолжила), карту заблокировали попросили документы кто, за что, почему и так далее скинул деньги, объяснила что одолжила у знакомой денег, так они мне ответили что их не интересует данная сума( 5 тыс грн) они хотят что бы я предоставила документы за сумму которая поступила мне на карту больше 2ух мес назад. Ну я опять объяснять за что, кто, почему скинул деньги на карту, и подтвердить если и могла бы чем то, то спустя два месяца уже ничего нет, переписки как они просят или еще что либо…
На сегодняшний день все что они отвечают ваши пояснения приняты и находятся на проверке, ничего что прошло уже почти 2 недели( 
Как теперь забрать деньги и попрощаться с ними не представляю(
",Negative
"
Простота обслуживания, приложение моно-банка просто радует, есть возможность ложить средства на депозит, отличный кешбэк, деньги всегда на виду! Ставлю пять звезд, другого банка с такими возможностями для клиента в Украине нет!
Желаю успехов разработчикам данного банка!
",Positive
"
Ситуация, обманули в интернете, вводом в заблуждение выдурили в парне 30 тысяч, написал в полицию и написал монобанку на оспаривание (чарджбек) сначала они отрицали это, говорили что у них чарджбек не возможен, потом как наехал на них согласились, по их запросу предоставил всю информацию, все доказательства, скрин заявления в полицию диалоги и т. д, даже написал им коды VISA (причины оспаривания) из платежной системы visa, они все приняли сказали ожидать, и тут ситуация, две недели заявка в работе, заявка на анализе у сотрудников, за это время мошейники изменили банки, закрылись и заново открылись, а у них сотрудники до сих пор «анализируют»и не предпринял до сих пор ни каких мер, в итоге уже шансов 0 (хотя я им предоставил всего в достаточном количестве, проделал даже за них их работу, указал им законы, основания для возврата платежей, и без спорные доказательства мошенничества и не законности организации) 
Итог, деньги свои я уже не верну. Отозвал заявление на оспартвание, закрыл у них счета, попрощался мысленно с деньгами. Рад что закрыл карты, и жалею что пользовался этим банком. Не ожидал от них. На секундочку, я предприниматель оборот по карте по 50-100 тысяч в месяц был в их банке
",Negative
"
Здравствуйте!

Только что оставил рекомендацию по улучшению приложения (как по мне), но этот отзыв я должен опубликовать отдельно.

У меня была ситуация, которую я расписывать не буду, смысла в этом нет, как мне кажется — вкратце — переезд. Дело в другом. Я обратился в банк с просьбой пойти мне на уступки, так как была определенная ситуация. Я хоть и оптимист, но на банк в данном вопросе не рассчитывал. Формально они могли мне отказать, и были бы правы — все просто, есть договор, и банк действует в соответствии с ним. Тем не менее, я обратился в чат. Мне сказали, что на решение уйдет время, и мне сообщат ответ. Изначально писали о двух днях, все затянулось до недели. В итоге звонит сотрудник Моно, и сообщает, что банк пошел мне, как клиенту на уступки, на что я особо не рассчитывал, как написал выше. Так вот. Я не знаю, у кого пропадают деньги, не знаю, у кого блокируют счета. У меня все нормально работает.

До этого я рассматривал очень сильно карту Форварда, так как там более высокий кэшбек, и вроде бы, если не ошибаюсь, нет комиссии при пополнении и снятии. Но после этого я фанат Монобанка.

Маленький не зачет — с опозданием приходят уведомления о поступлении средств и проведении покупок. Раньше буквально сразу же был звуковой сигнал о снятии денег, сейчас же задержка может доходить до 15-20 минут. Не знаю, может связано с большей нагрузкой, чем было ранее.

Ну а так, как написал, я ваш фанат!
",Positive
"
Здравствуйте!

Неплохо смотрится вкладка с бюджетом по картам, где по секторам разделены все траты — сколько я потратил на продукты, сколько на транспорт и тд. Но есть одно но, которое лично мне бы хотелось поправить.

Идея в чем — я стараюсь вести учет своих денег через сторонние приложения, где есть в принципе те же самые категории, только их немного больше. Каждую трату вносить не совсем удобно. Было бы круто, если при нажатии на определенную категорию будет открываться перечень со всеми тратами, которые я провел в том или ином месяце.

Например, условно у меня бюджет 1000 грн. Я захожу сейчас, и вижу — 500 грн. я потратил на продукты, и 500 грн. коммуналка. И при нажатии на «Продукты» у меня открывается полный перечень всех трат из этой категории, чтобы я мог четко понимать более детально картину.

Спасибо!
",Positive
"
В цілому чудовий додаток, дуже зручний в користуванні, проте не всі умови чітко описані. За останній тиждень стикнувся з двома проблемами про які навіть не підозрював, підтримка виявилась безпорадною.

Проблема перша.
Оплата частинами: на сайті є перелік партнерів з якими працює Монобанк. Першим стоїть Розетка, але коли намагався придбати побутову техніку з опцією оплати частинами, така опція виявилась відсутня в самій Розетці, думав акційний товар, почав шукати інші речі, не знайшов жодного продукту де можлива оплата частинами від Монобанку. Підтримка безпорадно розвела руками, перекинувши відповідальність на партнера (Розетка).

Пропозиція: Підтримка могла б поцікавитись, що їхній клієнт хоче придбати, знайти цей товар в інших партнерів, де опція частинами працює і запропонувати дану альтернативу.

Проблема друга.
Реферальна програма: запросив товариша стати клієнтом Монобанку, товариш підключився, але бонусів нікому не нарахували. Знову звернувся в підтримку, отримав відповідь, що товариш робив спробу реєстрації до цього. Щодо цього твердження маю великий сумнів по коректності роботи системи перевірки. З іншого боку товариша конвертнув сам я, а у відповідь отримав тільки вибачення і знову безпорадність.

Пропозиція: прошу зазначати ці умови на сторінці реферальної програми, також можете чітко помічати людей за яких нараховується бонуси.

Дуже неприємно отримувати такий досвід від продукту який подобався.
",Positive
