text,category
"
Безпідставно кожного місяця підвищують мінімальний платіж. На гарячій лінії не можливо дізнатися кінцеву суму для закриття карти. В мобільному додатку постійно пише що такого клієнта не існує. Жахливий банк та жахливе обслуговування!!!
",Negative
"
Снятие депозита через кассу — это целый квест. Через приложение нужно создать заявку, вам придет код, который показываете на кассе выбранного отделения. Вроде бы все просто, но денег вам не дадут! Оказывается, что у каждого банка свои ограничения по снятию наличных, выше которых нужно заказывать сумму через горячую линию монобанка! То есть, нужно подать заявку через приложение, а потом еще звонить на горячую линию! На горячей линии нужно опять предоставить всю информацию — сумму, отделение. Бред! Зачем тогда это приложение нужно? Самое главное, что про заказ денег через горячую линию нигде не написано! Вы приходите в банк с кодом, а вам фиг! И вишенка на торте — деньги заказываются на конкретную дату на вторую половину дня, не успели забрать в этот день — на следующий день уже заявка анулируется! Нужно звонить опять и заказывать за 3 дня.
",Negative
"
Умовила менеджер поміняти мою універсальну картку на зелену, яка блокується автоматично при кожному платежі. Звоню 7776, розблокувати не мають змоги, пишу в чат — дякують за звернення, реєструють, цікавляться проблемою, знову дякують і т. д.
Зате яка економія коштів, лежать мої гроші на картці цілі та недоторкані, в цьому щось є…
",Negative
"
Найгірший банк, з яким зв’язувались
Категорично не рекомендую нікому
Колектори від банку дозволять собі дзвонити і погрожувати! Відстоткі набігають не реальні
Від суми 11 тисяч,6 з яких було погашено за місяць набігло ще 2!
Гроші стягують за «страхування від нещасних випадків», купа невідомих комісій.
Хто хоче спокійно жити-не зв’язуйтесь з цим банком!
",Negative
"
Історія про те, як банк списав кошти, яких не існувало, а тепер просить їх повернути, з відсотками.
На початку липня 2019 року оформив картку, з лімітом 2500 грн.
Протягом місяця користувався, було дуже зручно.
30.07.2019 приходить повідомлення від банку, що на рахунки накладено арешт (на видаткові операції) через виконавче провадження.
Я знав про ВП, тому не здивувався.
31.07.19 зміна ліміту по розстрочці — 0 грн.
23.08.19 встановлено новий кредитний ліміт — 2300 грн.
06.10.19 встановлено новий кредитний ліміт — 20 грн.
29.11.19 встановлено новий кредитний ліміт — 0 грн.
За цей період я спокійно погасив заборгованість по картці, погасив нараховані відсотки за користування кредитним лімітом.
Станом на початок грудня 2019 року на картці було 3,14 грн. всласних коштів і нульовий кредитний ліміт. Це підтверджується випискою з карти.
І я взагалі забув про цю картку.
Але 24 грудня у додатку приходить смс, що на вимогу приватного виконавця з моєї карти були списані 2669 грн. І баланс по карті став — 2665,86 грн.
Зразу набрав службу підтримки, подав заяву на розгляд.
Мені пояснили, що після накладання арешту на рахунок у липні, всі кошти, якими я поповнював картку, зараховувались на якійсь окремий рахунок, і не враховувались для погашення кредиту.
І тому банк їх перерахував згідно з вимогою прив.виконавця.
Мені порадили розбиратися з виконавцем.
Питання полягає в наступному: якщо кошти, покладені на картку в період з серпня по листопад 2019 року, не були зараховані для погашення кредиту, то чому банк мене про це не повідомляв?
У січні 2020 року прислали письмову відповідь, що вважають, що банк зробив все вірно.
А також 10 січня 2020 року банком було надано спеціальний рахунок, куди треба зараховувати кошти для погашення.
Друге питання: якщо з серпня місяця борг по картці і арешт, то чому тільки у січні 2020 року надано спец.рахунок для погашення?
Пишу повторну заяву з додаванням виписок про рух коштів і залишок на рахунку.
Якщо б банк списав би 3, 14 грн. моїх власних коштів по вимозі, то не було б ніяких питань.
Але вони списали суму, якої не існувало на той момент на картці.
Тобто банк зробив мене своїм боржником.
А в цей час нараховуються відсотки на списану суму.
Починають дзвонити з кол-центру з проханням погасити заборгованість.
Моя відповідь — НІ, бо я не брав цих коштів.
Питаю, щодо мого повторного письмового звернення: воно в роботі на самому вищому рівні. Ви погасіть борг, ми потім розберемося і повернемо вам ці кошти.

На сьогоднішній день маємо два письмові звернення бо банку, але очевидні факти банком у їхніх відповідях проігноровані.
25 лютого 2020 року подав третє звернення до Моно банку через відділення Юніверсал банк. Де розписав все по датам і надав копії їх власних виписок.
Декілька разів дзвонив на кол-центр: ще розглядають, очікуйте.
Зараз на карті мінус 3212,90 грн.
Це списана сума і відсотки+ штрафи за два місяці.
Чекаю, що відповість банк в черговий раз.
",Negative
"
У меня штрафы в гаи составленные коррумпированными сотрудниками полиции и судами которые их покрывают постановления полиции не соответствуют действительности да вы и сами знаете как все работает Раньше пользовался ПриватБанком исполнительная служба прислала письмо в банк счета заблокировали друг посоветовал МоноБанк при оформлении карты меня заверили что все будет хорошо в итоге все повторилось МоноБанк обманул раз обманет и два нет доверия к власти и к банкам не буду пользоваться банками вообще.
",Negative
"
Галімий банк!!! З усіма вихідними, Сьогодні зайшов на відділення закрити Мультивалютну картку. Директор відділення взяла заяву про закриття, карточку порубали, відправила погуляти, томущо через некомпетентність одразу немогла сказати скільки там боргу, і чи взагалі він там є? Зателефонувала через 5 годин сказала що я повинен заплатити 500 грн., це штраф, і річна плата за користування. Питання: то для чого я її порубав, якщо з мене за рік наперед беруть 365 грн, + штраф150 грн. Тут або штраф 150 грн і закриття картки, або користування і плата 365 грн. Ще через дві години я передзвонив їй, то вона вже каже що я винен тільки 365 грн. 3 п’ятниці на тиждень у цієї жіночки, звуть Катерина Василівна! Начальник відділення у Чернівцях по вул. Хотинській Епіцентр. Питання в тому, що я клієнт банку, і якби оця некомпетентна особа, одразу подивилась на рахунок і сказала що я повинен Обов’язково заплатити 365 грн і користуватись ще рік, я б картку не ліквідовував, а тепер я повинен заплатити 365 грн, За те що я свою картку ліквідував. Такі працівники як Катерина Василівна кидають п’ятно на Таскомбанк, людина некомпетентна
",Negative
"
Хотів отримати кешбек і купили за допомогою їх картки квитки на літак. Мало того, що вони кешбеку ніякого не нарахували, хоча всі умови були виконані так ще шахраї на 40 грн більше списалось за квитки. Оплата на сайті віззаір в гривні. Я викинув ії картку. Банк Банкрут в подальшому… в підтримці «послали» мене культурно і ми нічого не знаємо… це іх відповідь… Процесинговий центр в банку неправильно працює. з таким ставленням клієнтів там не буде… і вам не раджу з ними мати справу.
",Negative
"
В июле месяце 2019 года погиб держатель карты монобанка. В январе месяце я вступила в наследственные права и попросила банк предоставить мне деталировку движения средств по карте заёмщика наследницей которого я являюсь. Банк ограничивается отписками в стиле того что дают справку о задолженности. И только когда я попросила розширинную деталировку на ней стало видно что банк снимал средства ещё на протяжении 3 месяцев после смерти держателя карты. Хотя я на второй день после смерти его ходила в банк и писала заяву о блокировке карточки. Банк отказывает мне как наследнице в предоставлении информации о движении средств после смерти держателя карты. То есть деньги списывались с мертвого человека. Не хотят предоставить розшифровку платежей после его гибели ссылаясь на банковскую тайну, хотя по факту я как правопреемница имею право знать за что и какую сумму я буду возвращать банку. То есть сказали с вас… Грн. Когда я прошу мне показать откуда эта сумма мне говорят что не покажем. Самое обидное что я готова оплатить задолженность возникшую на дату смерти. Но банк не готов мне ее продемонстрировать и ещё и списывает средства с мертвого человека.
",Negative
"
Самый ужасный банк, в майле на много вопросов не отвечают.Сегодня стал свидетелем, как у друга украли с карты 20 тысяч грн и они предложили обратиться в полицию.Даже ничего не объяснили
",Negative
"
Я подала документы для карты через приложение, жду подтверждения уже неделю. С чем это может быть связано или как отменить запрос ??(еще не исполнилось 16)
",Negative
"
Товарищи Гороховский, Дубилет и Бондаренко вновь отличились искрометным чувством юмора, которое, безусловно, отлично подходит для хайпа — и абсолютно неуместно в любом адекватном банке.
Боюсь представить с какого бодуна было решено последовать стопами PornHub'а, маркетинг которого целиком и полностью основан на такого рода хайпах, но предлагать клиентам кешбек на конкретные порнографические ресурсы… снимаю шляпу, дно пробито. А ведь еще недавно «ачивки» казались верхом инфантилизма…
Статья 301 ККУ вам в помощь.
",Negative
"
Відкрита інформація про користування картки, якщо маєте неоплачений будь-який штраф, чи маєте мізерну заборгованість картка та доступ до вашиш особистих коштів буде заблоковано без вашого відома чи (згоди) варіанти для рішення проблеми не надаються, вас ніхто небуде про це інформувати, банк зливає інформацію картки постороннім установам, не ведеться на то що предлагає банк, *** повне!!!
",Negative
"
Я оформила кредитну карту Велика п'ятірка з лімітом 30000. В результаті прийшов ліміт 1000. При моїй хорошій кредитній історії і зарплаті. Питання для чого така кредитка? На сайті пише одне а в результаті інше!
",Negative
"
Банк раздает инфу о счетах направо и налево третьим лицам. Не рекомендую сотрудничать.
",Negative
"
В мене з балансу було списано невелику суму коштів. Перевірив виписку — немає транзакцій.
Звернувся до агента підтримки у лайв-чаті, мені відповіли, що потрібно 5 хвилин для з'ясування обставин. Потім минуло близько 30-40 хвилин, підтримка впала на мороз та взагалі перестала мені відповідати, я писав їм багато разів — не отримав жодної відповіді!!! Чому я не отримую допомоги?? Альфа-банк, ваші агенти сплять на роботі!
",Negative
"
Ні кому не рекомендую альфа банк. Там працюють за принципом — даю кредити всім, а потім погрожую фізичною розправою. Мені телефонували з номеру 0949287227 і погрожували фізичною розправою моіх дітей！！！Я не клієнт банку, і не позичальник.
Буду консультуватися зі своім адвокатом.
P.S. Я уявляю, яка там вакханалія з депозитами:)
",Negative
"
технічний відділ не справляється з своїми обов'язками
",Negative
"
Крайне возмутительная ситуация с монобанком!
Я две недели ждал денег, монобанк совершенно не реагировал на меня. Только одно и то же «Ожидайте, обрабатываем»
Я начал жаловаться, они дали ответ
«Нам действительно жаль, что произошла такого рода ситуация. Банки проверяют абсолютно все платежи, которые зачисляются на счета клиентам. Проверка прошла успешно, средства были зачислены.»

Внимание на последнее предложение. «Проверка прошла успешно, средства были зачислены»
Это наглый ОБМАН! Деньги мне на карте «нарисовали» а снять я их не могу. Банк ответил на почту, шаблонной фразой «Ожидайте, проверка продолжается» Так как же так? Банк же написал «Проверка прошла успешно» где логика, простите меня? Что там в банке вообще творится?
Чтобы я не скандалил, нарисовали мне деньги на балансе и написали что «все прошло успешно» а сами дальше крутят моими деньгами? Дайте мне их снять, вы же написали «проверка прошла успешно» это что за издевательство над клиентами?
",Negative
"
Сегодня ко мне пришел спам:
=======
Анна приглашает Вас в Monobank!
Активируйте карту, и вы оба получите по 50.00 грн. на счет кешбэка
Monobank – мобільний банк (http://bit.ly/32ZgL4l)
З Monobank життя стає простішим та веселішим — рекомендую
Нажмите на синюю кнопку ниже, чтобы активировать вашу учетную запись Monobank.
=====
Вообще-то я не особо люблю спамы.
Для информации погуууглил про этот банк.
Нашел сайт: https://www.monobank.com.ua/
Сначала возникло какое-то приглашение. Остановил, перегрузил.
Возник как бы сайт банка. Но!
Сайт открывался почему-то частями вниз.
Куча каких-то картинок (медленно всплывающих).
(ИМХО: Не люблю такие сайты).
После нескольких прокруток я вдруг заметил, что мой компьютер вошел в «молочение винчестера». Другие окна заблокировались. Клавиатура заблокировалась. Ё-моё!!! Нуегонафиг!!!
Я тормознул процесс кнопкой «Reset» и перегрузился (два раза).
С мыслей: «- Спасибо, ребята!»
Потом решил погуууглить отзывы. Наткнулся на эту страничку.
Почитал. Как говорится: достаточно. С той же мыслей: «- Спасибо, ребята!». И ухожу дальше (мимо).
",Negative
"
Была неприятно удивлена тем, что банк позволяет списывать со счёта клиента деньги по всем запросам терминалов на оплату проезда в общественном транспорте. Деньги списываются даже за ложные запросы, по которым на терминале высветился красный крестик и билет не был выдан!!! Так за 5 реальных поездок в транспорте я заплатила 7 раз. В банке морозятся, говорят, мы хорошие, все вопросы к перевозчикам. Получается банк НЕ ГАРАНТИРУЕТ сохранность денег клиента и позволяет их списывать по любому запросу в неограниченном количестве. Такого бардака я ещё не видела!
",Negative
"
Інцидент, який примусив замислитись. 22.01 при знятті готівки з картки монобанку через банкомат Аваль, трапилась поширена останнім часом проблема. Кошти з балансу були зняті, а банкомат кошти не видав. З'явилось повідомлення про поломку. Одраху зв'язався з банком Аваль, котрі порадили повідомити монобанк про проблему для відміни оплати та очікувати інкасації банкомату для виявлення не виданих коштів. Служба підтримки мене вислухала, проблему ніби зафіксували. Далі ми чекаємо повернення коштів від Авалю та відміни платежа на протязі 13 днів. Біля 10 днів очікування, на мої питання про стан вирішення проблеми — отримував копіпасти одного й того ж тексту з очікування та гадання мені інформації в разі її появи. Оскільки я клієнт банку Аваль, де отримую з/п, то так чи інакше буваю в відділенні досить часто. Вирішив (оскільки був певен в їх непорядності) вияснити ситуацію в них, де отримав відповідь, що монобанку не подавав абсолютно ніяких заяв чи заперечень чи будь-чого на рахунок оплати і тому (що логічно в принципі) вони не можуть відмінити оплату про помилковість якої навіть не знають. Телефонуємо на гарячу лінію монобанку. Оператор гаряче розповідає мені про очікування відміни оплати від райффайзен. На мій аргумент про відсутність скарги, та неповідомляння банку аваль просить хвилинку для уточнення інформації.
Так, дійсно. БАчу кошти вже переведені безповоротно — втішує мене. На питання які наступні дії, обіцяє скаргу в платіжну систему та розгляд 60 днів. Питаю навіщо ускладнювати так ситуацію, якщо аваль готовий був повернути кошти. Не дозволяє регламент. ОК. Прошу надати мені номер вхідної заяви, або скарги або щось інше, для впевнення в фіксації моєї проблеми — номерація не ведеться, такої інформації надати мені не можуть. Прошу адресу для написання письмової заяви або рекомендованого листа для тої ж фіксації скарги… на жаль регламент…
П.С. НІчого поганого про послуги чи їх якість в банку Монобанк сказати не можу, оскільки крім цієї ситації нюансів не було. Але в майбутньому обираючи між кешбеком та безпекою власних коштів — оберу друге. Дякую за увагу.
",Negative
"
01.03.2020 р. встановлено додаток, заповнено усі дані та надіслано документи на оформлення картки, але протягом 4 днів заявка надалі в опрацюванні.
Які подальші дії?
",Negative
"
У кредитному договорі є не лише обовязки клієнта, але і зобовязання банку. Інформування клієнта про зміни у роботі банка чий обовязок? У жовтні місяці 2019 року закрили Сімплмані, в якому я взяла кредит у грудні 2018. Жовтень, листопад, грудень я вношу обовязкові платежі на реквізити Сімплмані, а виявляється Альфа уже є власником мого кредиту. У січні, 10 числа, вношу платіж на реквізити Сімплмані, усе вчасно квитанції є. Наступного дня, 11, мій банк повертає платіж, як забракований. Я: невже я виплатила кредит і не замітила? Може щось із реквізитами? Що сталось? Дзвоню на телефони у договорі — тиша, телефони не робочі. В цей час розпочинається шоу. СМС від незнайомого номеру зі змістом, що я шахрай, і подзвоніть«альфа». Хто такий альфа? Чоловік каже, це таке силове управління є, може якесь «поганяло» і це бандюки? У мене пішло 5 днів на особисте розслідування, поки я вийшла на банк Альфа, співробітниця по телефону продиктувала ub рахунок, створити новий платіж і заплатити. За цей час я виявилась винною Альфа 200 грн. За що? Хто мене мав повідомити, що банк закрили і реквізити не ті? Від жовтня? Ні листа, ні смс, ні на електронку, нічого. У договорі сказано, що штраф у випадку, коли я не внесла гроші, але я ВНЕСЛА! І мене є квитанції і скріни з додатку. Тепер мене футболяють від Альфа до Укрколект, і мої квитанції не беруть до уваги. Якщо я взяла кредит 5 тисяч, а віддаю 15 тисяч, то невже не можна мені за ці кошти надіслати вчасно лист про зміну банку? Да, і тепер Альфа вже хоче не 200 грн, а 400.
",Negative
"
2 Декабря был заблокирован счет и получил письмо от финмониторинга монобанка с просьбой предоставить документы о происхождении средств, предоставил около трёх десятка документов, в ответ получил сообщения о том что документы будут проверены и оповестят меня.
На мои вопросы когда будет окончена проверка в ответ лишь только «ожидайте мы вас уведомим», хотя счет был заблокирован финмониторингом и максимальный срок блокировки 30 дней, но монобанк в отзыве ( https://minfin.com.ua/company/monobank/review/135559/ ) утверждал что они вправе приостановить завершение перевода на время не более чем 90 дней. Но вот 90 дней прошло, а мой счёт всё так же заблокирован, почему не выполняются и нарушаются сроки? Максимум 90 дней, но они уже прошли. На письма финмониторинг отвечает только «Проверка не окончена. По её результаты мы вас уведомим в ответном письме».
",Negative
"
Сам себе убрал кредит в ноль. Завтра у сына день рождения и решил вернуть кредит на 500 грн. Пришёл отказ. Причина — какая то скоринговая программа сама принимает решение. Оператор предложил активнее пользоваться кредитной картой. На вопрос, как я могу пользоваться активнее если на КРЕДТНОЙ карте нет КРЕДИТНОГО лимита ответил уклончиво, мол пользуйтесь собственными средствами. Так собственными я могу и без карты пользоваться. Вывод: какой-то не дружелюбный банк.
",Negative
"
Хотел бы предостеречь потенциальных клиентов этой шаражкиной конторы. К сожалению не решил прочитать отзывы перед тем как выбрал этот банк в качестве для получения средств. Постараюсь детально описать весь кейс, чтобы люди понимали насколько безответсвенно и легкомысленно банк относится к своим клиентам.
Итак:
6 Февраля
Я получил зарплату за долгосрочный проект на своей счет. Сумма превышала 150 тыс. гривен. Я отдавал себе отчет в том что деньги могут быть задержаны банком на какой-то срок для проверки. Так и случилось.
Для разблокировки своего счета, на минуточку, я предоставил чеки отправителей, контракты о трудоустройстве, скриншоты моего профиля в рабочей соц сети, примеры моих работ, отзывы, выписку с другого банка, скриншот из моих сторонних ресурсов на которых я держу свои инвестиции. Плюс ко всему чуть ли не обьяснительную составил на тему, почему я распоряжаюсь своими средствами именно так. Все это время, деньги на моем счету заморожены, несмотря на то, что в других банках дают время на вывод средств в подобных ситуациях.
В общем что у меня есть на данный момент?
23 Февраля. Мой счет все еще заморожен. До сих пор проверяют…
Когда у этих мошенников уже просто не осталось позиций по которым можно было бы оставить мои средства себе. Они просто перестали мне отвечать. Раз в 3-4 дня на мои сообщения мне приходит ответ от бота из серии
«Мы делаем все возможное. С вами свяжутся»
После того как я предоставил все возможные документы, я не понимаю на каких основаниях мои средства все еще заморожены и буду подавать в суд, а так же писать в НБУ. В добавок ко всему я не успокоюсь пока не получу компенсацию за потраченное время.
",Negative
"
Був потрібний терміновий кредит (сума — 3 місячних зарплати). На сайті вказано, що майже без документів і за одну годину видаються кошти. По факту потрібно всі в принципі можливі документи, оформлення кредиту зайняло пару годин.
Після всього цього дурдому, дзвонить кредитор і питає телефон найближчого родича, хоча при цьому всьому були вказані телефони колег і друзів.
Даю телефон мами для підтвердження особистості і кредитор при цьому клянеться, що не скаже ні слова про кредит.

По факту:
Сказали мамі про кредит, дали 1/10 запрошеної суми, купа витрачених нервів і часу.

Якщо зразу не плануєте давати гроші — навіщо мучити людей?

Нікому не раджу.
",Negative
"
Маючи у касі гривні касир відмовив у обміні євро повідомивши що у них вже достатньо євро і принімають тільки долар.
Коли сказав що подзвоню на гарячу лінію
взяла і поміняла.
БЕЗПРЕДЕЛ
",Negative
"
Дмитро на вашу картку надходять грошові кошти, тому ми просимо вас надати додаткову інформацію стосовно зарахувань.

Ми й самі не любимо зайву бюрократію, але за законом повинні це зробити ������‍♀️

Надішліть нам протягом 5 днів, у відповідь на цей лист якийсь документ, який би показав, як ви отримали ці гроші (на банківському жаргоні це називається «документи, що підтверджують походження коштів»).

Це може бути один із таких документів (хоча перелік не є вичерпним):

довідка про доходи за місцем роботи або за місцем отримання соціальних виплат. Цю довідку ви можете отримати у свого бухгалтера;

виписки банків і договори, якщо ви отримали дохід за виконання робіт, послуг тощо;

документ, який би показав, що ви продали будь-яке майно (рухоме, нерухоме, авторські права тощо), або договір дарування;

документи про отримання страхової суми, дивідендів, спадщини, виграшу в лотерею;

кредитні договори, договори позики, в яких ви є позичальником;

довідка банку про наявність депозитів у минулому (за останні 3 роки);

декларація про доходи з відміткою податкової.

Після отримання документів, ми встановимо індивідуальний ліміт на надходження коштів.

Якщо у вас виникнуть додаткові запитання, зверніться до наших фахівців у службу підтримки. Ми з радістю надамо консультацію.
",Negative
"
Получил виконавче, о котором просто не знал, получил блокировку счетов. Ну тут все понятно — все согласно закона. Но тут Монобанк решил сумму рассрочки уменьшить в 0. то есть закрыть вообще. Так мило и приятно ))) Бонус! Благо что у нас в Украине есть большой выбор банков
",Negative
"
Если без отделений, значит без касс. Остаётся сайт. На сайте нигде не прочитать, как просто-напросто положить на депозит наличные деньги в течение 1 часа, ну, пусть двух, пусть трёх…
Кроме ничего не говорящей надписи:
… «Обрати зручний спосіб внесення коштів» — никакой другой текстовой информации для принятия решения нет. А это не информация, из которой можно что-то понять. Так нельзя.
",Negative
"
Коли ви приходите у відділенні банку на вул. Небесної сотні 3, міняти валюту відразу міняється ціна купівлі.В моєму разі шахраї заробили 30 грн. Перед тим, як їхати міняти євро сів в подивився в інтернеті де найвигідніші умови обміну і вибрав найближче відділення (а-банку в данному разі) на вул.Небесної сотні 3, перед проходом до каси вісить монітор с курсами валют,інформацію на екрані був підтверджений курс євро 27,4 підійшовши до каси, переді мною була 1 людина, в мене спитала асистент про те чим може допомогти я відповів, що міняю євро, через 5 хвилин чекання, мені в касі міняли евро вже по курсу 27,2.Не рекомендую цей банк для обміну,іноді мені здається, що цю країну вже нічого не врятує, тому що в ній залишилось дуже мало порядних.людей
",Negative
"
Утром, нежданно-негаданно пришло сообщение от монобанка о том, что счёт заблокирован и необходимо связаться с исполнительной службой. Надо отдать должное службе поддержки — оперативно сообщили номер выконавчего провадження и телефон исполнителя. На этом все прелести работы с банком закончились. Тут же порезали все кредиты, которые мне были доступны. На вопрос сотруднику банка влияет ли арест моего счета на это или есть какая друга причина таких действий, внятного ответа не получил. Только то, что есть1000 причин, которые на это влияют и что это все делает программа и никто не знает почему программа приняла именно такое решение. Прям искусственный интеллект в действии. И банк ни разу не интересовала законна и правомерна ли блокировка моего счета. И что там якобы долг за нарушение правил дорожного движения на сумму в 255грн, которые я оплатил вовремя ещё в 2019 году. Из-за ошибки ментов, клиент банка превратился в неблагонадежнного мошенника. Обидно. Считал монобанк единственным нормальным банком на Украине. Ошибался
",Negative
"
Мені на рахунок зарахували 60 тисяч гривень кредиту і вимагає погашення заборгованості а я два роки як немає в наявності карти і необслуговуюсь в них я просив закрити мій рахунок треба тепер звернутися до поліції заявою про шахрайство
",Negative
"
18.01.2020 снимала деньги с карты этого банка. Банкомат показал на экране сообщение о том что операция не возможна, а деньги списались со счета. 1000 гривен. Разумеется я сразу позвонила в банк, объяснила ситуацию, ответила на все вопросы. Меня заверили что со мной связаться в ближайшее время. В течение трех дней так никто и не позвонил.Когла я сама позвонила на горячую линию, мне было сказано что моим делом заниматься ответственные сотрудники, срок рассмотрения до 29.02.20.Я честно ждала, не названивала. Сегодня решила спросить как там дела, м не сказали что по моей заявке отказ, они утверждают что транзакция была успешной и деньги мне выдали в полном объеме. Но я же не дура, монобанк ало. Никаких денег я не получила.Мнк просто сказали что они ничего не могут сделать. А зачем тогда вы вообще нужны? Зачем нужен такой банк, в котором внаглую воруют деньги. Стыд и позор вам. Расскажу об этом всем своим знакомым, чтоб не связывалась с таким дебильным банком.
",Negative
