text,category
"Сервіс ""On-line замовлення"" надає нові можливості:",SiteAndCoins
Замовляти монети у будь-який зручний час,SiteAndCoins
Потрібно здійснити вхід до системи та обрати необхідну монету:,SiteAndCoins
Вхід до системи (Інструкція користувача),SiteAndCoins
Контролювати виконання замовлень,SiteAndCoins
"Необхідно виконати вхід до системи і обрати меню ""Особистий кабінет"", в якому можна переглянути статуси своїх замовлень.",SiteAndCoins
"Поступово Національний банк буде доповнювати базу монет, які можна замовити, монетами, які увійшли в обіг раніше та є у наявності.",SiteAndCoins
"Кількість монет, які може придбати одна особа, буде визначатися окремо по кожній монеті, в залежності від тиражу.",SiteAndCoins
"Ні. Викупити монети може тільки особа, яка робила замовлення.",SiteAndCoins
Так. Послуга онлайн замовлення абсолютно безкоштовна.,SiteAndCoins
Розподіл по регіонам буде здійснюватися в залежності від чисельності жителів регіону та кількості колекціонерів.,SiteAndCoins
"Поки такої можливості немає, але Національний банк не виключає таку можливість у майбутньому.",SiteAndCoins
"Реалізація нумізматичної продукції здійснюється як за готівку, так і за безготівковий розрахунок у національній валюті.",SiteAndCoins
Актуальну контактну інформацію щодо пунктів продажу по регіонам можна дізнатися в рубриці «Пункти продажу».,SiteAndCoins
"В рубриці «Пункти продажу» зазначена актуальна контактна інформація (адреса, номер телефону) відділень АТ «Ощадбанк», що здійснюють реалізацію замовлень в регіонах.",SiteAndCoins
"Онлайн замовлення буде можливе лише на частину тиражу продукції, адже у Національного банку є зобов’язання щодо продажу продукції банкам-дистриб’юторам та іноземним замовникам.",SiteAndCoins
"В листі до адміністратора зазначте свої дані реєстрації: прізвище, ім'я, по-батькові, дата народження і електронну пошту реєстрації.",SiteAndCoins
"Оберіть в рубриці ""Контакти"" посилання ""Обробка запитів громадян щодо технічної підтримки сервісу ""On-line замовлення”"". ",SiteAndCoins
"Очікуйте на відповідь служби підтримки, що надійте на електронну пошту зазначену при реєстрації.",SiteAndCoins
"Скористайтеся функцією Забув пароль. На вашу електронну скриньку, яку ви вказали при реєстрації ",SiteAndCoins
"(або потім змінили у особистому кабінеті), буде надіслано лист з посиланням для зміни паролю.",SiteAndCoins
Ваші наступні дії мають бути такими:,SiteAndCoins
1. Закрийте поточну сторінку з повідомлення про успішну відправку на пошту повідомлення.,SiteAndCoins
"2. Відкрийте поштове посилання з темою ""Зміна паролю"" та перейдіть за посиланням.",SiteAndCoins
3. Ваш логін та новий пароль відобразиться на екрані.,SiteAndCoins
"4. Виділіть текст паролю, скопіюйте в буфер обміну або перепишіть текст на аркуш паперу, довжина нового паролю - 8 символів",SiteAndCoins
"і відповідає усім вимогам до складності паролю (містить хоча б одну цифру, маленьку літеру, велику літеру і спеціальний символ).",SiteAndCoins
"5. Натисніть кнопку зверху ""Вхід"", введіть свій логін та в поле ""Пароль"" скопіюйте з буфера обміну новий пароль.",SiteAndCoins
6. Якщо після вставки паролю з буферу обміну не відбувається авторизація у системі - акуратно наберіть пароль вручну.,SiteAndCoins
Увага! текст чутливий до регістру.,SiteAndCoins
"7. Після успішної авторизації, рекомендовано змінити пароль в Особистому кабінеті.",SiteAndCoins
"Звертаємо вашу увагу на те, що посилання, яке міститься у листі для зміни паролю дійсне протягом 60 хвилин",SiteAndCoins
"з моменту надсилання та є одноразовим, тому не зволікайте з кроком під номером 2.",SiteAndCoins
"Здійсніть вхід до системи. Оберіть рубрику «Особистий кабінет», закладку «Персональні дані», натисніть посилання «Надіслати заявку на зміну особистих даних».",SiteAndCoins
Увага! Прочитайте попередження на екрані у яких випадках розглядається заявка на зміну персональних даних.,SiteAndCoins
Уважно здійсніть редагування необхідних полів персональних даних в заявці.,SiteAndCoins
"Надішліть заявку на розгляд, протягом одного робочого дня Ваша заявка буде виконана/відхилена.",SiteAndCoins
"Нагадуємо, що згідно Правил замовлення, при здійснені реєстрації фізичної особи в системі як громадянина України,",SiteAndCoins
всі дані зазначаються виключно українською мовою.,SiteAndCoins
Ви можете змінити регіон в закладці «Персональні дані» особистого кабінету або обирати кожного разу необхідний Вам для перегляду регіон в рубриці «Замовити».,SiteAndCoins
"Коли користувачі замовили всі монети в даному регіоні (ліміт вичерпано), то бачите повідомлення-попередження про те, що кількість монет для замовлення",SiteAndCoins
"Про дати початку нових замовлень на пам’ятні монети України можна дізнатися з повідомлень, що розміщує служба інформаційної підтримки",SiteAndCoins
"На дату введення продукції в обіг, замовлення, що були здійснені в регіонах, де реалізацію забезпечують підрозділи АТ ""Державного ощадного банку України""",SiteAndCoins
Проблемы со входом личный кабинет для покупки монет,SiteAndCoins
